file_timestamp,unix_timestamp,temperature
1764756299,1764756300774009,26.8515625
1764756299,1764756301774017,26.8515625
1764756299,1764756302774025,26.84375
1764756299,1764756303774034,26.859375
1764756299,1764756304774042,26.859375
1764756299,1764756305774050,26.875
1764756299,1764756306774058,26.890625
1764756299,1764756307774066,26.8828125
1764756299,1764756308774074,26.890625
1764756299,1764756309774082,26.875
1764756299,1764756310774091,26.8671875
1764756299,1764756311774099,26.875
1764756299,1764756312774107,26.90625
1764756299,1764756313774115,26.875
1764756299,1764756314774123,26.8984375
1764756299,1764756315774132,26.9140625
1764756299,1764756316774140,26.8984375
1764756299,1764756317774148,26.8984375
1764756299,1764756318774156,26.9296875
1764756299,1764756319774164,26.90625
1764756299,1764756320774172,26.8984375
1764756299,1764756321774180,26.921875
1764756299,1764756322774189,26.9375
1764756299,1764756323774197,26.9296875
1764756299,1764756324774205,26.9375
1764756299,1764756325774213,26.921875
1764756299,1764756326774221,26.921875
1764756299,1764756327774230,26.921875
1764756299,1764756328774238,26.921875
1764756299,1764756329774246,26.9140625
1764756299,1764756330774254,26.9140625
1764756299,1764756331774262,26.9453125
1764756299,1764756332774270,26.9296875
1764756299,1764756333774278,26.9609375
1764756299,1764756334774287,26.9375
1764756299,1764756335774295,26.9296875
1764756299,1764756336774303,26.9296875
1764756299,1764756337774311,26.9609375
1764756299,1764756338774319,26.96875
1764756299,1764756339774328,26.984375
1764756299,1764756340774336,26.9609375
1764756299,1764756341774344,26.9609375
1764756299,1764756342774352,26.9453125
1764756299,1764756343774360,26.9609375
1764756299,1764756344774368,26.9453125
1764756299,1764756345774376,26.9609375
1764756299,1764756346774385,26.9609375
1764756299,1764756347774393,26.96875
1764756299,1764756348774401,26.984375
1764756299,1764756349774409,26.9609375
1764756299,1764756350774417,26.953125
1764756299,1764756351774426,26.953125
1764756299,1764756352774434,26.984375
1764756299,1764756353774442,26.9609375
1764756299,1764756354774450,26.96875
1764756299,1764756355774458,26.96875
1764756299,1764756356774466,26.9609375
1764756299,1764756357774474,26.9765625
1764756299,1764756358774482,26.9921875
1764756299,1764756359774491,26.984375
1764756299,1764756360774499,26.9921875
1764756299,1764756361774507,26.9609375
1764756299,1764756362774515,26.9921875
1764756299,1764756363774524,26.9765625
1764756299,1764756364774532,26.96875
1764756299,1764756365774540,26.9921875
1764756299,1764756366774548,26.9921875
1764756299,1764756367774556,27.0
1764756299,1764756368774564,26.984375
1764756299,1764756369774572,27.0234375
1764756299,1764756370774580,26.9765625
1764756299,1764756371774589,27.0
1764756299,1764756372774597,26.9921875
1764756299,1764756373774605,27.0
1764756299,1764756374774613,26.984375
1764756299,1764756375774622,27.0078125
1764756299,1764756376774630,26.984375
1764756299,1764756377774638,26.984375
1764756299,1764756378774646,26.984375
1764756299,1764756379774654,26.984375
1764756299,1764756380774662,27.0
1764756299,1764756381774670,26.984375
1764756299,1764756382774678,27.0078125
1764756299,1764756383774687,26.96875
1764756299,1764756384774695,26.96875
1764756299,1764756385774703,26.96875
1764756299,1764756386774711,26.984375
1764756299,1764756387774720,26.984375
1764756299,1764756388774728,26.984375
1764756299,1764756389774736,27.0
1764756299,1764756390774744,27.015625
1764756299,1764756391774752,27.0
1764756299,1764756392774760,26.9765625
1764756299,1764756393774768,26.9765625
1764756299,1764756394774776,26.9765625
1764756299,1764756395774785,27.0078125
1764756299,1764756396774793,26.9765625
1764756299,1764756397774801,26.9765625
1764756299,1764756398774809,26.9765625
1764756299,1764756399774818,26.96875
1764756299,1764756400774826,26.96875
1764756299,1764756401774834,26.9765625
1764756299,1764756402774842,26.9765625
1764756299,1764756403774850,26.9375
1764756299,1764756404774858,26.984375
1764756299,1764756405774866,26.984375
1764756299,1764756406774874,26.9609375
1764756299,1764756407774883,26.953125
1764756299,1764756408774891,26.9453125
1764756299,1764756409774899,26.9765625
1764756299,1764756410774907,26.953125
1764756299,1764756411774916,26.953125
1764756299,1764756412774924,26.953125
1764756299,1764756413774932,26.9453125
1764756299,1764756414774940,26.9609375
1764756299,1764756415774948,26.953125
1764756299,1764756416774956,26.953125
1764756299,1764756417774964,26.9609375
1764756299,1764756418774972,26.9609375
1764756299,1764756419774981,26.96875
1764756299,1764756420774989,26.953125
1764756299,1764756421774997,26.953125
1764756299,1764756422775005,26.953125
1764756299,1764756423775014,26.9453125
1764756299,1764756424775022,26.9609375
1764756299,1764756425775030,26.9453125
1764756299,1764756426775038,26.96875
1764756299,1764756427775046,26.9609375
1764756299,1764756428775054,26.9375
1764756299,1764756429775062,26.96875
1764756299,1764756430775070,26.953125
1764756299,1764756431775079,26.953125
1764756299,1764756432775087,26.9609375
1764756299,1764756433775095,26.96875
1764756299,1764756434775103,26.9375
1764756299,1764756435775112,26.953125
1764756299,1764756436775120,26.9609375
1764756299,1764756437775128,26.9453125
1764756299,1764756438775136,26.9296875
1764756299,1764756439775144,26.9296875
1764756299,1764756440775152,26.9296875
1764756299,1764756441775160,26.9296875
