file_timestamp,systolic_peak_timestamp
1764756299,1764756299774008000
1764756299,1764756300495008000
1764756299,1764756301721008000
1764756299,1764756302948008000
1764756299,1764756304260008000
1764756299,1764756305573790350
1764756299,1764756306901008000
1764756299,1764756308239449066
1764756299,1764756308552216722
1764756299,1764756309021957215
1764756299,1764756309334894934
1764756299,1764756310740629351
1764756299,1764756311053134958
1764756299,1764756311365706705
1764756299,1764756311678284119
1764756299,1764756312557008000
1764756299,1764756313397010587
1764756299,1764756313709513397
1764756299,1764756314022022639
1764756299,1764756315182008000
1764756299,1764756316053277067
1764756299,1764756316365777622
1764756299,1764756316678278782
1764756299,1764756316990779727
1764756299,1764756318553279091
1764756299,1764756318865779109
1764756299,1764756319178279235
1764756299,1764756320428279381
1764756299,1764756321365779317
1764756299,1764756321678279315
1764756299,1764756321990779335
1764756299,1764756322303279355
1764756299,1764756322615779359
1764756299,1764756322928279356
1764756299,1764756324181605309
1764756299,1764756324494105315
1764756299,1764756325653008000
1764756299,1764756326525355309
1764756299,1764756326837855315
1764756299,1764756327998008000
1764756299,1764756328869105309
1764756299,1764756329181605315
1764756299,1764756329756008000
1764756299,1764756330341008000
1764756299,1764756331212855309
1764756299,1764756331525355315
1764756299,1764756331837855342
1764756299,1764756332685008000
1764756299,1764756333556605309
1764756299,1764756333869105315
1764756299,1764756334181605342
1764756299,1764756335029008000
1764756299,1764756335900355309
1764756299,1764756336212855315
1764756299,1764756336525355342
1764756299,1764756337373008000
1764756299,1764756338244105309
1764756299,1764756338556605315
1764756299,1764756338869105342
1764756299,1764756339716008000
1764756299,1764756340587855309
1764756299,1764756340900355315
1764756299,1764756341212855342
1764756299,1764756342060008000
1764756299,1764756342931605309
1764756299,1764756343244105315
1764756299,1764756343556605342
1764756299,1764756344404008000
1764756299,1764756345275355309
1764756299,1764756345587855315
1764756299,1764756345900355342
1764756299,1764756346748008000
1764756299,1764756347619105309
1764756299,1764756347931605315
1764756299,1764756348244105342
1764756299,1764756349091008000
1764756299,1764756349960719309
1764756299,1764756350273219314
1764756299,1764756350585719343
1764756299,1764756351434008000
1764756299,1764756352304469309
1764756299,1764756352616969315
1764756299,1764756352929469343
1764756299,1764756353777008000
1764756299,1764756354648219309
1764756299,1764756354960719315
1764756299,1764756355273219343
1764756299,1764756356121008000
1764756299,1764756356991969309
1764756299,1764756357304469314
1764756299,1764756357616969343
1764756299,1764756358464008000
1764756299,1764756359335719309
1764756299,1764756359648219314
1764756299,1764756359960719343
1764756299,1764756360808008000
1764756299,1764756361679469309
1764756299,1764756361991969315
1764756299,1764756362304469343
1764756299,1764756363152008000
1764756299,1764756364023219309
1764756299,1764756364335719315
1764756299,1764756364648219343
1764756299,1764756365496008000
1764756299,1764756366366969309
1764756299,1764756366679469314
1764756299,1764756366991969343
1764756299,1764756367839008000
1764756299,1764756368710719309
1764756299,1764756369023219314
1764756299,1764756369335719343
1764756299,1764756370183008000
1764756299,1764756371054469309
1764756299,1764756371366969315
1764756299,1764756371679469343
1764756299,1764756372527008000
1764756299,1764756373398219309
1764756299,1764756373710719315
1764756299,1764756374023219343
1764756299,1764756374871008000
1764756299,1764756375741969309
1764756299,1764756376054469314
1764756299,1764756376366969343
1764756299,1764756377214008000
1764756299,1764756378085627308
1764756299,1764756378398127314
1764756299,1764756378710627343
1764756299,1764756379558008000
1764756299,1764756380429377308
1764756299,1764756380741877315
1764756299,1764756381054377343
1764756299,1764756381902008000
1764756299,1764756382773127309
1764756299,1764756383085627314
1764756299,1764756383398127343
1764756299,1764756384245008000
1764756299,1764756385116877309
1764756299,1764756385429377314
1764756299,1764756385741877343
1764756299,1764756386589008000
1764756299,1764756387460627308
1764756299,1764756387773127315
1764756299,1764756388085627343
1764756299,1764756388933008000
1764756299,1764756389804377308
1764756299,1764756390116877315
1764756299,1764756390429377343
1764756299,1764756391277008000
1764756299,1764756392148127309
1764756299,1764756392460627314
1764756299,1764756392773127343
1764756299,1764756393620008000
1764756299,1764756394491877309
1764756299,1764756394804377314
1764756299,1764756395116877343
1764756299,1764756395964008000
1764756299,1764756396835627308
1764756299,1764756397148127315
1764756299,1764756397460627343
1764756299,1764756398308008000
1764756299,1764756399179377308
1764756299,1764756399491877315
1764756299,1764756399804377343
1764756299,1764756400652008000
1764756299,1764756401523127309
1764756299,1764756401835627314
1764756299,1764756402148127343
1764756299,1764756402995008000
1764756299,1764756403866542309
1764756299,1764756404179042315
1764756299,1764756404491542343
1764756299,1764756405339008000
1764756299,1764756406210292309
1764756299,1764756406522792315
1764756299,1764756406835292343
1764756299,1764756407683008000
1764756299,1764756408554042309
1764756299,1764756408866542315
1764756299,1764756409179042343
1764756299,1764756410026008000
1764756299,1764756410897792309
1764756299,1764756411210292315
1764756299,1764756411522792343
1764756299,1764756412370008000
1764756299,1764756413241542309
1764756299,1764756413554042315
1764756299,1764756413866542343
1764756299,1764756414714008000
1764756299,1764756415585292309
1764756299,1764756415897792315
1764756299,1764756416210292343
1764756299,1764756417058008000
1764756299,1764756417929042309
1764756299,1764756418241542315
1764756299,1764756418554042343
1764756299,1764756419401008000
1764756299,1764756420272792309
1764756299,1764756420585292315
1764756299,1764756420897792343
1764756299,1764756421745008000
1764756299,1764756422616542309
1764756299,1764756422929042315
1764756299,1764756423241542343
1764756299,1764756424089008000
1764756299,1764756424960292309
1764756299,1764756425272792315
1764756299,1764756425585292343
1764756299,1764756426433008000
1764756299,1764756427304042309
1764756299,1764756427616542315
1764756299,1764756427929042343
1764756299,1764756428776008000
1764756299,1764756429647792309
1764756299,1764756429960292315
1764756299,1764756430272792343
1764756299,1764756431120008000
1764756299,1764756431990870309
1764756299,1764756432303370314
1764756299,1764756432615870343
1764756299,1764756433240870370
