file_timestamp,unix_timestamp,eda
1764756299,1764756300023795,-0.0701717659831047
1764756299,1764756300273579,-0.06765280663967133
1764756299,1764756300523363,-0.06843553483486176
1764756299,1764756300773147,-0.06578849256038666
1764756299,1764756301022932,-0.06689853966236115
1764756299,1764756301272716,-0.06641467660665512
1764756299,1764756301522500,-0.06704085320234299
1764756299,1764756301772284,-0.06800859421491623
1764756299,1764756302022068,-0.06923249363899231
1764756299,1764756302271852,-0.0685778483748436
1764756299,1764756302521636,-0.06682738661766052
1764756299,1764756302771420,-0.06938903778791428
1764756299,1764756303021204,-0.06832168251276016
1764756299,1764756303270988,-0.06756741553544998
1764756299,1764756303520773,-0.0671120136976242
1764756299,1764756303770557,-0.06901901960372925
1764756299,1764756304020341,-0.06990136951208115
1764756299,1764756304270125,-0.06714047491550446
1764756299,1764756304519909,-0.06709778308868408
1764756299,1764756304769693,-0.0685778483748436
1764756299,1764756305019478,-0.06751049309968948
1764756299,1764756305269262,-0.0668131560087204
1764756299,1764756305519046,-0.06731124967336655
1764756299,1764756305768830,-0.0664573684334755
1764756299,1764756306018614,-0.06837860494852066
1764756299,1764756306268398,-0.0672258660197258
1764756299,1764756306518182,-0.06674199551343918
1764756299,1764756306767966,-0.06702662259340286
1764756299,1764756307017750,-0.06682738661766052
1764756299,1764756307267534,-0.06647159904241562
1764756299,1764756307517318,-0.06706932187080383
1764756299,1764756307767103,-0.06786628067493439
1764756299,1764756308016887,-0.065873883664608
1764756299,1764756308266671,-0.06526193022727966
1764756299,1764756308516455,-0.06573157012462616
1764756299,1764756308766239,-0.06859207898378372
1764756299,1764756309016023,-0.0667562261223793
1764756299,1764756309265808,-0.06684161722660065
1764756299,1764756309515592,-0.06601619720458984
1764756299,1764756309765376,-0.06739664077758789
1764756299,1764756310015160,-0.06662814319133759
1764756299,1764756310264944,-0.0659877359867096
1764756299,1764756310514728,-0.06595926731824875
1764756299,1764756310764512,-0.06400956958532333
1764756299,1764756311014296,-0.06704085320234299
1764756299,1764756311264080,-0.06665661185979843
1764756299,1764756311513864,-0.06748203188180923
1764756299,1764756311763649,-0.06583118438720703
1764756299,1764756312013433,-0.06714047491550446
1764756299,1764756312263217,-0.06738241016864777
1764756299,1764756312513001,-0.06605888903141022
1764756299,1764756312762785,-0.06739664077758789
1764756299,1764756313012569,-0.06576003134250641
1764756299,1764756313262353,-0.06523346900939941
1764756299,1764756313512138,-0.0646357461810112
1764756299,1764756313761922,-0.06554655730724335
1764756299,1764756314011706,-0.0646357461810112
1764756299,1764756314261490,-0.06554655730724335
1764756299,1764756314511274,-0.06644313782453537
1764756299,1764756314761058,-0.06884824484586716
1764756299,1764756315010842,-0.06580272316932678
1764756299,1764756315260626,-0.06691277027130127
1764756299,1764756315510410,-0.0672258660197258
1764756299,1764756315760194,-0.06631505489349365
1764756299,1764756316009979,-0.06667084246873856
1764756299,1764756316259763,-0.0679943636059761
1764756299,1764756316509547,-0.06672776490449905
1764756299,1764756316759331,-0.06533309072256088
1764756299,1764756317009115,-0.06699816137552261
1764756299,1764756317258899,-0.06610158085823059
1764756299,1764756317508684,-0.06611581146717072
1764756299,1764756317758468,-0.06655699014663696
1764756299,1764756318008252,-0.06561771780252457
1764756299,1764756318258036,-0.06668507307767868
1764756299,1764756318507820,-0.06726855784654617
1764756299,1764756318757604,-0.06590234488248825
1764756299,1764756319007388,-0.06533309072256088
1764756299,1764756319257172,-0.0654042437672615
1764756299,1764756319506956,-0.06601619720458984
1764756299,1764756319756740,-0.06741087138652802
1764756299,1764756320006524,-0.06688430905342102
1764756299,1764756320256309,-0.06590234488248825
1764756299,1764756320506093,-0.06671353429555893
1764756299,1764756320755877,-0.06574580073356628
1764756299,1764756321005661,-0.06668507307767868
1764756299,1764756321255445,-0.06748203188180923
1764756299,1764756321505229,-0.0662865936756134
1764756299,1764756321755014,-0.06667084246873856
1764756299,1764756322004798,-0.06513384729623795
1764756299,1764756322254582,-0.06624389439821243
1764756299,1764756322504366,-0.0672258660197258
1764756299,1764756322754150,-0.06574580073356628
1764756299,1764756323003934,-0.06423726677894592
1764756299,1764756323253718,-0.06547540426254272
1764756299,1764756323503502,-0.0654611736536026
1764756299,1764756323753286,-0.06752472370862961
1764756299,1764756324003070,-0.06704085320234299
1764756299,1764756324252854,-0.06571733951568604
1764756299,1764756324502639,-0.06704085320234299
1764756299,1764756324752423,-0.06709778308868408
1764756299,1764756325002207,-0.06511961668729782
1764756299,1764756325251991,-0.06536155194044113
1764756299,1764756325501775,-0.06661391258239746
1764756299,1764756325751559,-0.06607311964035034
1764756299,1764756326001344,-0.06684161722660065
1764756299,1764756326251128,-0.06792320311069489
1764756299,1764756326500912,-0.06677045673131943
1764756299,1764756326750696,-0.06768126785755157
1764756299,1764756327000480,-0.06672776490449905
1764756299,1764756327250264,-0.0671120136976242
1764756299,1764756327500048,-0.06570310145616531
1764756299,1764756327749832,-0.066400445997715
1764756299,1764756327999616,-0.06679892539978027
1764756299,1764756328249400,-0.06682738661766052
1764756299,1764756328499185,-0.06721163541078568
1764756299,1764756328748969,-0.06762434542179108
1764756299,1764756328998753,-0.06622966378927231
1764756299,1764756329248537,-0.06657122075557709
1764756299,1764756329498321,-0.06802282482385635
1764756299,1764756329748105,-0.06659968197345734
1764756299,1764756329997889,-0.06679892539978027
1764756299,1764756330247674,-0.06765280663967133
1764756299,1764756330497458,-0.06833591312170029
1764756299,1764756330747242,-0.06648582965135574
1764756299,1764756330997026,-0.06631505489349365
1764756299,1764756331246810,-0.06462151557207108
1764756299,1764756331496594,-0.06509115546941757
1764756299,1764756331746378,-0.06807974725961685
1764756299,1764756331996162,-0.06547540426254272
1764756299,1764756332245946,-0.06601619720458984
1764756299,1764756332495730,-0.06556078791618347
1764756299,1764756332745515,-0.06826476007699966
1764756299,1764756332995299,-0.06853515654802322
1764756299,1764756333245083,-0.06631505489349365
1764756299,1764756333494867,-0.06608735024929047
1764756299,1764756333744651,-0.06706932187080383
1764756299,1764756333994435,-0.06806551665067673
1764756299,1764756334244220,-0.06706932187080383
1764756299,1764756334494004,-0.06483498960733414
1764756299,1764756334743788,-0.065873883664608
1764756299,1764756334993572,-0.06519077718257904
1764756299,1764756335243356,-0.06583118438720703
1764756299,1764756335493140,-0.0688767060637474
1764756299,1764756335742924,-0.06677045673131943
1764756299,1764756335992708,-0.06664237380027771
