file_timestamp,unix_timestamp,steps
1764757309,1764757312724539,3
1764757309,1764757315724542,3
1764757309,1764757318724545,7
1764757309,1764757321724548,2
1764757309,1764757324724552,0
1764757309,1764757327724555,5
1764757309,1764757330724558,4
1764757309,1764757333724561,4
1764757309,1764757336724564,4
1764757309,1764757339724567,5
1764757309,1764757342724570,4
1764757309,1764757345724574,2
1764757309,1764757348724576,3
1764757309,1764757351724580,2
1764757309,1764757354724583,0
1764757309,1764757357724586,0
1764757309,1764757360724589,0
1764757309,1764757363724592,0
1764757309,1764757366724595,0
1764757309,1764757369724598,0
1764757309,1764757372724602,0
1764757309,1764757375724605,0
1764757309,1764757378724608,0
1764757309,1764757381724611,0
1764757309,1764757384724614,0
1764757309,1764757387724617,0
1764757309,1764757390724620,0
1764757309,1764757393724624,0
1764757309,1764757396724626,0
1764757309,1764757399724630,0
1764757309,1764757402724633,0
1764757309,1764757405724636,0
1764757309,1764757408724639,0
1764757309,1764757411724642,0
1764757309,1764757414724646,0
1764757309,1764757417724648,0
1764757309,1764757420724652,0
1764757309,1764757423724655,0
1764757309,1764757426724658,0
1764757309,1764757429724661,0
1764757309,1764757432724664,0
1764757309,1764757435724667,0
1764757309,1764757438724670,0
1764757309,1764757441724674,0
1764757309,1764757444724677,0
1764757309,1764757447724680,3
1764757309,1764757450724683,3
1764757309,1764757453724686,0
1764757309,1764757456724689,0
1764757309,1764757459724692,0
1764757309,1764757462724696,0
1764757309,1764757465724698,0
1764757309,1764757468724702,0
1764757309,1764757471724705,0
1764757309,1764757474724708,0
1764757309,1764757477724711,0
1764757309,1764757480724714,0
1764757309,1764757483724717,0
1764757309,1764757486724720,0
1764757309,1764757489724724,0
1764757309,1764757492724727,0
1764757309,1764757495724730,0
1764757309,1764757498724733,0
1764757309,1764757501724736,0
1764757309,1764757504724739,0
1764757309,1764757507724742,0
1764757309,1764757510724746,0
1764757309,1764757513724749,0
1764757309,1764757516724752,0
1764757309,1764757519724755,0
1764757309,1764757522724758,0
1764757309,1764757525724761,0
1764757309,1764757528724764,0
1764757309,1764757531724768,0
1764757309,1764757534724770,0
1764757309,1764757537724774,0
1764757309,1764757540724777,0
1764757309,1764757543724780,0
1764757309,1764757546724783,0
1764757309,1764757549724786,0
1764757309,1764757552724789,0
1764757309,1764757555724792,0
1764757309,1764757558724796,0
1764757309,1764757561724799,0
1764757309,1764757564724802,0
1764757309,1764757567724805,0
1764757309,1764757570724808,0
1764757309,1764757573724811,0
1764757309,1764757576724814,0
1764757309,1764757579724818,0
1764757309,1764757582724821,0
1764757309,1764757585724824,0
1764757309,1764757588724827,0
1764757309,1764757591724830,0
1764757309,1764757594724833,0
1764757309,1764757597724836,0
1764757309,1764757600724840,0
1764757309,1764757603724842,0
1764757309,1764757606724846,0
1764757309,1764757609724849,0
1764757309,1764757612724852,0
1764757309,1764757615724855,0
1764757309,1764757618724858,0
1764757309,1764757621724861,0
1764757309,1764757624724864,0
1764757309,1764757627724868,0
1764757309,1764757630724871,0
1764757309,1764757633724874,0
1764757309,1764757636724877,0
1764757309,1764757639724880,0
1764757309,1764757642724883,0
1764757309,1764757645724886,0
1764757309,1764757648724890,0
1764757309,1764757651724892,0
1764757309,1764757654724896,0
1764757309,1764757657724899,0
1764757309,1764757660724902,0
1764757309,1764757663724905,0
1764757309,1764757666724908,0
1764757309,1764757669724912,0
1764757309,1764757672724914,0
1764757309,1764757675724918,0
1764757309,1764757678724921,0
1764757309,1764757681724924,0
1764757309,1764757684724927,0
1764757309,1764757687724930,0
1764757309,1764757690724933,0
1764757309,1764757693724936,0
1764757309,1764757696724940,0
1764757309,1764757699724943,0
1764757309,1764757702724946,0
1764757309,1764757705724949,0
1764757309,1764757708724952,0
1764757309,1764757711724955,0
1764757309,1764757714724958,0
1764757309,1764757717724962,0
1764757309,1764757720724964,0
1764757309,1764757723724968,0
1764757309,1764757726724971,0
1764757309,1764757729724974,0
1764757309,1764757732724977,0
1764757309,1764757735724980,0
1764757309,1764757738724983,0
1764757309,1764757741724986,0
1764757309,1764757744724990,0
1764757309,1764757747724993,0
1764757309,1764757750724996,0
1764757309,1764757753724999,0
1764757309,1764757756725002,0
1764757309,1764757759725005,0
1764757309,1764757762725008,0
1764757309,1764757765725012,0
1764757309,1764757768725015,0
1764757309,1764757771725018,0
1764757309,1764757774725021,0
1764757309,1764757777725024,0
1764757309,1764757780725027,0
1764757309,1764757783725030,0
1764757309,1764757786725034,0
1764757309,1764757789725036,0
1764757309,1764757792725040,0
1764757309,1764757795725043,0
1764757309,1764757798725046,0
1764757309,1764757801725049,0
1764757309,1764757804725052,0
1764757309,1764757807725055,0
1764757309,1764757810725058,0
1764757309,1764757813725062,0
1764757309,1764757816725065,0
1764757309,1764757819725068,0
1764757309,1764757822725071,0
1764757309,1764757825725074,0
1764757309,1764757828725077,0
1764757309,1764757831725080,0
1764757309,1764757834725084,0
1764757309,1764757837725086,0
1764757309,1764757840725090,0
1764757309,1764757843725093,0
1764757309,1764757846725096,0
1764757309,1764757849725099,0
1764757309,1764757852725102,0
1764757309,1764757855725106,0
1764757309,1764757858725108,0
1764757309,1764757861725112,0
1764757309,1764757864725115,0
1764757309,1764757867725118,0
1764757309,1764757870725121,0
1764757309,1764757873725124,0
1764757309,1764757876725127,0
1764757309,1764757879725130,0
1764757309,1764757882725134,0
1764757309,1764757885725137,0
1764757309,1764757888725140,0
1764757309,1764757891725143,0
1764757309,1764757894725146,0
1764757309,1764757897725149,0
1764757309,1764757900725152,0
1764757309,1764757903725156,0
1764757309,1764757906725158,0
1764757309,1764757909725162,0
1764757309,1764757912725165,0
1764757309,1764757915725168,0
1764757309,1764757918725171,0
1764757309,1764757921725174,0
1764757309,1764757924725177,0
1764757309,1764757927725180,0
1764757309,1764757930725184,0
1764757309,1764757933725187,0
1764757309,1764757936725190,0
1764757309,1764757939725193,0
1764757309,1764757942725196,0
1764757309,1764757945725199,0
1764757309,1764757948725202,0
1764757309,1764757951725206,0
1764757309,1764757954725209,0
1764757309,1764757957725212,0
1764757309,1764757960725215,0
1764757309,1764757963725218,0
1764757309,1764757966725221,0
1764757309,1764757969725224,0
1764757309,1764757972725228,0
1764757309,1764757975725230,0
1764757309,1764757978725234,0
1764757309,1764757981725237,0
1764757309,1764757984725240,0
1764757309,1764757987725243,0
1764757309,1764757990725246,0
1764757309,1764757993725249,0
1764757309,1764757996725252,0
1764757309,1764757999725256,0
1764757309,1764758002725259,0
1764757309,1764758005725262,0
1764757309,1764758008725265,0
1764757309,1764758011725268,0
1764757309,1764758014725271,0
1764757309,1764758017725274,0
1764757309,1764758020725278,0
1764757309,1764758023725281,0
1764757309,1764758026725284,0
1764757309,1764758029725287,0
1764757309,1764758032725290,0
1764757309,1764758035725293,0
1764757309,1764758038725296,0
1764757309,1764758041725300,0
1764757309,1764758044725302,0
1764757309,1764758047725306,0
1764757309,1764758050725309,0
1764757309,1764758053725312,0
1764757309,1764758056725315,0
1764757309,1764758059725318,0
1764757309,1764758062725321,0
1764757309,1764758065725324,0
1764757309,1764758068725328,0
1764757309,1764758071725331,0
