file_timestamp,unix_timestamp,temperature
1764757309,1764757310718680,29.46875
1764757309,1764757311718682,29.546875
1764757309,1764757312718685,29.5625
1764757309,1764757313718687,29.5625
1764757309,1764757314718689,29.5078125
1764757309,1764757315718692,29.4453125
1764757309,1764757316718694,29.3984375
1764757309,1764757317718696,29.359375
1764757309,1764757318718698,29.3671875
1764757309,1764757319718701,29.390625
1764757309,1764757320718703,29.5234375
1764757309,1764757321718706,29.703125
1764757309,1764757322718708,29.8359375
1764757309,1764757323718710,29.890625
1764757309,1764757324718712,29.8828125
1764757309,1764757325718715,29.8359375
1764757309,1764757326718717,29.9140625
1764757309,1764757327718720,29.921875
1764757309,1764757328718722,29.953125
1764757309,1764757329718724,29.984375
1764757309,1764757330718726,30.015625
1764757309,1764757331718729,29.984375
1764757309,1764757332718731,30.0234375
1764757309,1764757333718734,30.03125
1764757309,1764757334718736,30.0234375
1764757309,1764757335718738,30.0390625
1764757309,1764757336718740,30.0703125
1764757309,1764757337718743,30.046875
1764757309,1764757338718745,30.046875
1764757309,1764757339718748,30.0234375
1764757309,1764757340718750,30.03125
1764757309,1764757341718752,30.0625
1764757309,1764757342718754,30.0546875
1764757309,1764757343718757,30.0703125
1764757309,1764757344718759,30.0625
1764757309,1764757345718761,30.0390625
1764757309,1764757346718764,30.03125
1764757309,1764757347718766,30.0703125
1764757309,1764757348718768,30.0625
1764757309,1764757349718771,30.0859375
1764757309,1764757350718773,30.0859375
1764757309,1764757351718775,30.09375
1764757309,1764757352718778,30.109375
1764757309,1764757353718780,30.109375
1764757309,1764757354718782,30.1328125
1764757309,1764757355718784,30.1171875
1764757309,1764757356718787,30.109375
1764757309,1764757357718789,30.09375
1764757309,1764757358718792,30.1015625
1764757309,1764757359718794,30.1015625
1764757309,1764757360718796,30.1171875
1764757309,1764757361718798,30.1171875
1764757309,1764757362718801,30.09375
1764757309,1764757363718803,30.1015625
1764757309,1764757364718806,30.1015625
1764757309,1764757365718808,30.1171875
