file_timestamp,unix_timestamp,eda
1764755806,1764755806936240,-0.06941749900579453
1764755806,1764755807186349,-0.06671353429555893
1764755806,1764755807436458,-0.06698393076658249
1764755806,1764755807686567,-0.06917556375265121
1764755806,1764755807936676,-0.06731124967336655
1764755806,1764755808186786,-0.06685584783554077
1764755806,1764755808436894,-0.06725432723760605
1764755806,1764755808687004,-0.06977328658103943
1764755806,1764755808937113,-0.0697590559720993
1764755806,1764755809187222,-0.06901901960372925
1764755806,1764755809437331,-0.06701239198446274
1764755806,1764755809687440,-0.06916133314371109
1764755806,1764755809937549,-0.0689336359500885
1764755806,1764755810187658,-0.06756741553544998
1764755806,1764755810437767,-0.06889093667268753
1764755806,1764755810687876,-0.06913287192583084
1764755806,1764755810937986,-0.06778088957071304
1764755806,1764755811188094,-0.06860630959272385
1764755806,1764755811438204,-0.07021445780992508
1764755806,1764755811688313,-0.06827899068593979
1764755806,1764755811938422,-0.06890516728162766
1764755806,1764755812188531,-0.06807974725961685
1764755806,1764755812438640,-0.0679943636059761
1764755806,1764755812688749,-0.0675816461443901
1764755806,1764755812938858,-0.06938903778791428
1764755806,1764755813188967,-0.06974482536315918
1764755806,1764755813439076,-0.068990558385849
1764755806,1764755813689186,-0.068463996052742
1764755806,1764755813939295,-0.06980174779891968
1764755806,1764755814189404,-0.06826476007699966
1764755806,1764755814439513,-0.06842130422592163
1764755806,1764755814689622,-0.06896209716796875
1764755806,1764755814939731,-0.06833591312170029
1764755806,1764755815189840,-0.06913287192583084
1764755806,1764755815439949,-0.06958828121423721
1764755806,1764755815690058,-0.07018599659204483
1764755806,1764755815940168,-0.06815090775489807
1764755806,1764755816190276,-0.0679943636059761
1764755806,1764755816440386,-0.0684070736169815
1764755806,1764755816690495,-0.06891940534114838
