unix_timestamp,x,y,z
1764754394388530,-0.04294399917125702,0.01268799975514412,1.000887980684638
1764754394404136,-0.044895999133586884,0.017079999670386314,1.0111359804868698
1764754394419742,-0.044895999133586884,0.020495999604463577,1.008207980543375
1764754394435348,-0.034647999331355095,0.013175999745726585,1.008207980543375
1764754394450954,-0.03659999929368496,0.01512799970805645,1.0086959805339575
1764754394466560,-0.04147999919950962,0.011711999773979187,1.0125999804586172
1764754394482166,-0.05075199902057648,0.014639999717473984,1.0086959805339575
1764754394497772,-0.03415999934077263,0.012199999764561653,1.0106479804962873
1764754394513378,-0.04440799914300442,0.01659199967980385,1.0013759806752205
1764754394528984,-0.0331839993596077,0.01903199963271618,1.0033279806375504
1764754394544590,-0.030743999406695366,0.013663999736309052,1.001863980665803
1764754394560196,-0.04391999915242195,0.017079999670386314,1.0130879804491997
1764754394575802,-0.040991999208927155,0.009271999821066856,1.0062559805810452
1764754394591408,-0.037087999284267426,0.012199999764561653,1.0057679805904627
1764754394607014,-0.05172799900174141,0.01659199967980385,1.0038159806281328
1764754394622620,-0.052215998992323875,0.02000799961388111,1.0130879804491997
1764754394638226,-0.03806399926543236,0.007807999849319458,0.9994239807128906
1764754394653832,-0.03611199930310249,0.01903199963271618,0.9994239807128906
1764754394669438,-0.045871999114751816,0.023423999547958374,1.0135759804397821
1764754394685044,-0.0287919994443655,0.019519999623298645,1.0033279806375504
1764754394700650,-0.045871999114751816,0.019519999623298645,0.9940559808164835
1764754394716256,-0.03659999929368496,0.010247999802231789,1.0111359804868698
1764754394731862,-0.048311999067664146,0.00878399983048439,1.0130879804491997
1764754394747468,-0.04245599918067455,0.01268799975514412,1.0086959805339575
1764754394763074,-0.04879999905824661,0.013175999745726585,1.0067439805716276
1764754394778680,-0.05075199902057648,0.013663999736309052,1.0023519806563854
1764754394794286,-0.04538399912416935,0.02147199958562851,1.0067439805716276
1764754394809892,-0.03562399931252003,0.010247999802231789,1.000887980684638
1764754394825498,-0.03659999929368496,0.02147199958562851,1.0106479804962873
1764754394841105,-0.03269599936902523,0.016103999689221382,1.0106479804962873
1764754394856711,-0.04391999915242195,0.017079999670386314,1.0023519806563854
1764754394872317,-0.04001599922776222,0.015615999698638916,0.9989359807223082
1764754394887923,-0.039527999237179756,0.003903999924659729,1.0062559805810452
1764754394903529,-0.047335999086499214,0.011711999773979187,1.0057679805904627
1764754394919135,-0.04684799909591675,0.018055999651551247,1.0023519806563854
